,review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp,English
9434,c8a569aa89b57ea3f138777d7820890c,8501926dd0837d694fc5af339c02a6b2,1,nao recomendo,segunda vez que comprei o mesmo produto e nao recebi site ridiculo nao entrega o que vende quem quizer comprar compra sabendo que sao enganadores ,2018-08-22 00:00:00,2018-09-03 21:51:17,second time I bought the same product and I did not receive a ridiculous site does not deliver what sells who wants to buy purchase knowing that they are misleading
9493,588f74dc6d88b08b8181fbf7b1cd9d5a,4bd17c85bd06ed500f1619f6692ea8af,1,não recomendo,paguei frete e tive que retirar nos correios ABSURDO,2018-08-01 00:00:00,2018-08-02 12:35:22,I paid freight and had to remove in the absurd post
9599,9d6c1f490b2b4bfef33820b5679e2d82,a97e8bd621edbcb4558c0de4c02f05a9,1,Atraso entrega,Não recebi o produto ,2018-06-06 00:00:00,2018-06-06 23:51:39,I did not receive the product
9627,0384edfc6d191edfa85879f875b547a0,27bc27fbc876aa11a925efac34583f63,1,Péssimo ,Nao veio com o interruptor tentei ligar na loja e sem êxito ,2018-08-07 00:00:00,2018-08-07 21:16:27,Did not come with the switch I tried to call the store and unsuccessful
9766,0c01f46b3776b1a945f90ff3ba1e01a3,d3702a0c7d129ebdb41eb60791ea41e2,1,Não fiquei satisfeito ,"O relógio entregue foi um modelo feminino e não unissex como consta na propaganda. É muito pequeno. No site aparenta ser grande, como desejava. Como não é possível uma troca, solicitei a devolução.",2018-05-23 00:00:00,2018-05-24 00:44:42,"The clock delivered was a feminine model and not unisex as it appears in advertisement.It's too small.On the site looks great, as I wanted.As an exchange is not possible, I requested the return."
9781,ecbfcb456359c851e1364e1ffc96a2fb,12d8f84b2205c7654fdf6768718d243d,1,Horrível,"Produto falsificado com sinais nítidos de pirataria. Além disso vem vazio, sem tinta...Pode isso Arnaldo?",2018-07-11 00:00:00,2018-07-12 11:36:20,"Falsified product with crisp piracy signs.Also comes empty, no ink ... Can this Arnaldo?"
9913,b32d5b585d5f14c838a0c62a949019c8,2583425d8fd6d2a22d92c8480c1b546d,1,Produto faltando ,"Efetuei a compra de 3 peças , conforme descrito na nota fiscal, mas ontem recebi apenas 2. Está faltando 1 peça, entrei em contato imediatamente com o site e informei o ocorrido e ainda não respondera",2018-05-02 00:00:00,2018-05-02 23:23:35,"I made the purchase of 3 pieces, as described in the invoice, but yesterday I received only 2. It is missing 1 piece, I contacted immediately with the site and I informed the occurrence and still did not respond"
9971,707499a6bf06efa5f1b76cebd54936aa,d7f71d136da2fa678c39380a22d117df,1,O arejador veio errado,"Infelizmente o arejador não é articulado e nem 3/4, pois não coube na torneira do tanque.

Quanto a mangueira, ainda não testei. Espero que de certo.",2018-08-31 00:00:00,2018-09-07 22:33:42,"Unfortunately the aerator is not articulated and neither 3/4, since he did not fit the tank tap.

As for hose, I have not tested yet.I hope it works."
9977,6a33c69849bb89b4de3bd198f50b9331,4ed418ef4e45eb8f9b22aee4366e9541,1,não recomendo,"pelo valor pago a qualidade foi bem inferior, eu não compraria novamente",2018-08-21 00:00:00,2018-08-24 20:04:17,"By the amount paid the quality was well lower, I would not buy again"
10036,8c411799802145765084ae272c6977e4,df13cbaf3230c62a4b582317936e8a39,1,nao recebi todo material ,veio somente uma pastilha de 06 e nao recebi o cloro ainda !!!,2018-07-14 00:00:00,2018-07-17 00:57:00,only came a 06 tablet and I did not receive the chlorine still !!!
10064,f8ac2ca757c6702a8f7b9f82a3361b54,b77e196ee314322dcec6124fa3e38b6b,1,A boneca,"A boneca não é igual a imagem que está no site, por isso fiquei bem desapontado, pois sempre que comprei algumas coisas por esse site eram bem atendidas ",2018-08-29 00:00:00,2018-09-02 16:27:56,"The doll is not equal to the image that is on the site, so I was well disappointed, because whenever I bought some things for this site were well attended"
10068,3dd6dd8bd30dd50a2b15328239cfcd91,acfa87544c19d596707d25cf2f7dab61,1,nao entregou ,nao entregou o pedido dentro do prazo ja solicitei cancelamento ,2018-08-25 00:00:00,2018-08-27 03:32:14,did not deliver the request within the deadline already requested cancellation
10107,063206d99c13a5fb17596e17de8719ed,b560ced1765e243b3ebf765d80a8873d,1,não recomendo,"comprei uma cortina de 3x2,80. me enviaram duas cortinas, sendo cada uma de 1,50x2,80. PALHAÇADAAAAAAAAAAAAAAAAAAAAAAAAA.


se eu quisesse uma cortina de 1,50 eu comprava de 1x50, e não de 3 metros",2018-07-26 00:00:00,2018-08-08 13:19:22,"I bought a 3x2.80 curtain.They sent me two curtains, each one of 1.50x2.80.Clowningaaaaaaaaaaaaaaaaaaaaaaaa.


If I wanted a curtain of 1.50 I bought 1x50, not 3 meters"
10172,4c36d261a36a98c4b322f635c4c370d1,7fbcbe13cc35fceecf99aa3e64d9dea1,1,Produto não entregue,Faz um mês que comprei o produto e o mesmo não foi entregue. Mesmo depois de uma semana após o prazo da entrega.,2018-07-21 00:00:00,2018-07-25 11:20:13,A month ago I bought the product and it was not delivered.Even after a week after the deadline.
10181,b98b5439161b0cb2c4b70928380064cd,e8f1e6bc58ce50eb224d5ea7408a88c0,1,"demoro, esta aida na estr","demora, paguei um absurdo no frete ainda não chego, eu reclamei para correio para a lojas amiricanas, o correio falo q não pode faser bada q eu tenho q esperar, ja passo do prazo de entrega",2018-06-07 00:00:00,2018-06-07 13:04:41,"It takes, I paid an absurdity in the freight I still do not arrive, I complained to mail to the AmiRican stores, the mail I say that can not faser bada q I have to wait, ja step of the delivery time"
10213,c9fbd2ab0e26b74cd58ae3f14a17f884,3794be706c3088573f54b492768e7689,1,2 dias fora do prazo ,2 dias fora do prazo já mandei email pra empresa e ninguém responde estou preocupada de não chegar meu produto tenho urgência em usá-lo já está pago já passou do prazo e ninguém me comunica nada sobre,2018-08-30 00:00:00,2018-08-30 04:20:30,2 days off the deadline I already sent an email to the company and no one answers I'm worried about not getting my product I urgently I use it is already paid already past the deadline and no one communicates me nothing about
10232,7853f1735963bfb6ed26c1c0f0dbc89f,8c8005895f46f6c1bdf16697c70e645a,1,Não recebi,Não estou com o produto em mãos!,2018-08-26 00:00:00,2018-08-26 20:05:21,I do not have the product in hand!
10244,810e185ae9a3f28e28b7e71c2f301ac6,fd4907109f6bac23f07064af84bec02d,1,Enganada,"Comprei um relógio por ORIGINAL, além de vir falsificado veio com defeito, não funciona, e ainda me cobraram garantia estendida ",2018-05-09 00:00:00,2018-05-10 14:21:25,"I bought a clock by original, besides being falsified came faulty, it does not work, and still charged me extended warranty"
10290,aee1f5bdfc0f44fd54ec0567f0dcf73d,00995d799817ecc3bd2abd8fbe59c430,1,Produto errado,Pedi um produto e veio outro ,2018-08-03 00:00:00,2018-08-08 16:44:44,I ordered a product and came another
10325,5c5f489ec9ce1570a5da5ecaba5077c6,3153710333d5f537679eb85bc07bf953,1,Arrependimento total ,A impressão do quadro é péssima. Detestei e estou tentando fazer a devolução do produto,2018-07-13 00:00:00,2018-07-16 13:04:03,The picture printing is terrible.I detested and I'm trying to make the product return
10422,e3d29ecacc7769081dbe138bc57718fa,4dca136c559e9ca40b91dd500cd05ecf,1,Compra desatenta ,Estive peneirando minha pesquisa em jogo de cama de solteiro e 100 % algodão e infelizmente depois de olhar vários acabei escolhendo um que depois de concluir a compra fui verificar que era de casal .,2018-08-16 00:00:00,2018-08-17 19:57:46,I've been sifting my research in single bedding and 100% cotton and unfortunately after looking several I ended up choosing one that after completing the purchase I checked that it was double.
10454,98ca16128f096f1480e7694105da4c0a,3bc480522832a0e93da7aeced8fcd9a1,1,Zero nota zero,Mentiroso paguei 3 canecas veio só uma e rachada quebrada.. Já foi descontado o valor das 3 canecas xô meu cartão... E só me mandaram uma e rachada quebrada.. cade as outras????? Falta de respeito,2018-06-20 00:00:00,2018-06-20 22:02:06,Liar I paid 3 mugs came only one and cracked broken .. It was already discounted the value of the 3 mugs xô my card ... and only sent me a broken and cracked .. cade the other ?????Lack of respect
10489,da8e936bc2f1b52ec626f8aa41f3df44,0fb9645c128ac84788798f0129496ca7,1,Produto incorreto,Produto diferente do anunciado ,2018-08-04 00:00:00,2018-08-05 17:21:32,Product other than advertised
10526,02d40b52a746c7d3fdeb703d1a56e072,6282b84d6c369e1b6058285f860f4da4,1,Luvas,Comprei mas nao veio entrega ainda queria dabe onde esta o produto,2018-08-22 00:00:00,2018-09-03 14:34:23,I bought but did not come delivery even wanted to dab where the product
10678,e3bd6c69ad1f4e5f8ccf7931743468c5,e2b405a4cccf1e66eb8d2b73a4bba700,1,Outro modelo/original???,"Recebi um modelo de relógio diferente do que comprei. O modelo Casio que comprei é o A680, porém, para minha surpresa recebi o A168. Fora isso tenho lá minhas dúvidas sobre a originalidade do produto.",2018-07-10 00:00:00,2018-07-10 22:05:46,"I received a different clock template than I bought.The Casio model I bought is the A680, however, to my surprise I received the A168.Other than that I have my doubts about the originality of the product."
10920,c804e026d737243d2c5cbcbd7c457644,84ddfd4c559558c53b5a4c6765e49be8,1,Não recomendo,Produto veio avariado e até o momento não entraram em contato para troca. ,2018-08-14 00:00:00,2018-08-17 11:39:57,Product has broken down and so far did not get in touch for exchange.
11046,30d18971ffe31bae2f78cc585631d90c,9fcd31b22b1d10dea904f5f5d8e3e7ea,1,Produto.nao chegou ,Produto nao chegou ainda tentei contato para saber como resolver o problema,2018-04-29 00:00:00,2018-04-29 12:28:55,Product has not yet tried contact to know how to solve the problem
11184,2f977ca1eccaa8f8fc38dc056e57d7fd,a12362add53762f2cdf644889917fea4,1,Meu produto veio errado,"O pacote até chegou, mas quando fomos abrir para conferir e usufruir do mesmo nos deparamos com outro produto totalmente diferente sem nenhuma característica do que realmente pedimos! Oque devo fazer?",2018-06-17 00:00:00,2018-06-17 12:22:35,"The package until arrived, but when we went to open to check and enjoy it we came across another totally different product without any feature of what we really ask for!What should I do?"
11209,437bfa487119faa1925584a9ca9b22dd,60a30f7ea15c14582856b8ae771be976,1,Mercadoria não foi entreg,Preciso de um posicionamento se a mercadoria Será entregue ou se a compra será estornada do cartão. Aguardo urgente retorno. ,2018-07-13 00:00:00,2018-07-13 22:05:24,I need a position if the merchandise will be delivered or if the purchase will be reversed from the card.I await an urgent return.
11308,89cc371aa84d2f8b0a0ca02a9fec8d45,81c53fd7fc60655da24e455974b880ce,1,Arrependimento ,Não deveria ter comprado ,2018-05-22 00:00:00,2018-05-27 10:29:31,Should not have bought
11430,0e9f7793a6c50b0d3f23a1a6e948845e,433a9459ece4c6083b2aa89b2480a1a8,1,Produto não foi entregue,O prazo encerrou no dia 10/11/2018 e até presente data não foi entregue.,2018-08-12 00:00:00,2018-08-13 15:19:42,The deadline closed on 10/11/2018 and until present date was not delivered.
11457,02c2e703ac1ec44d3e84d8479670868e,455283c5e3bdcef4ead05938fa665e79,1,Péssimo,"Relógio mal acabado e frágil, qualidade muito ruim, parece de barraquinha de camelô. Não vale o preço de jeito nenhum.",2018-05-23 00:00:00,2018-05-24 02:07:44,"Evil finished and fragile clock, very bad quality, looks like Camelô stall.Not worth the price at all."
11514,c14f04d0eff97754205db48395bc280d,38ff29b6f54b264f8992081bcd3f3c6e,1,Nunca mais!,"Decepção total por conta de uma empresa que sempre comprei e indicava a meus amigos, sempre disse que a lannister era super fiel aos seus prazos. Comprei um produto com um prazo que quase 30 dias par",2018-05-25 00:00:00,2018-05-25 12:31:51,"Total disappointment because of a company I always bought and indicated to my friends, always said that Lannister was super faithful to his deadlines.I bought a product with a deadline that almost 30 days pair"
11524,1c92a17a4587602392e0c8ad5ee3a95b,3213c825fd43c3d2aa27fed77ef29519,1,ENTREGA NÃO REALIZADA ,"Apesar de estar decepcionado com a situação, pois entendo que o entregador não veio até a minha residencia porque meus pais ficaram de prontidão , e nenhum momento dos dois dias citados ,não hove ning",2018-08-15 00:00:00,2018-08-20 00:47:49,"Despite being disappointed with the situation, because I understand that the delivery did not come to my residence because my parents were readiness, and no time from the two days mentioned, not hove ning"
11534,3ca62aa2e672cd4e8880008c28ff100a,731739da258b5bf19d913f4c7dc53a3f,1,péssimo,"além de ter sido muito mal embalado sem nenhuma proteção e por isso chegou completamente danificado, a mesa é bamba e o apoio para o tampo é ruim e fica escorregando, tive que improvisar.",2018-06-17 00:00:00,2018-06-17 23:58:57,"Besides having been very poorly packed without any protection and so it has come completely damaged, the table is bamba and the support for the top is bad and slip, I had to improvise."
11588,70e4b73809bdca36c68a40f526a63dee,c4c643aeb02923c77740ba7cd42005bb,1,Recebi metade do pedido,Agora ja recebi o que faltava hoje dia 1 de junho.,2018-05-30 00:00:00,2018-06-01 21:40:40,Now I already received what was missing today on June 1st.
11611,97f3e9ba8448a5dbec0a8b88a8ff7998,51897b5909b133e69594d2c560115a71,1,targaryen é desonesto.,"Comprei Escova De Dentes Curaprox Black Edition - Cerdas Pretas. Foi entregue Escova Roxa com cerdas Verdes. 
Nada a ver. E a targaryen, parceira das lannister disse que não pode fazer nada. CORRAM.",2018-06-19 00:00:00,2018-06-19 18:41:28,"Buy Curaprox Black Edition toothbrush - black bristles.It was delivered purple brush with green bristles.
Nothing to see.And Targaryen, Lannister's partner said she can not do anything.Run."
11613,7d9c53a44612548c0e75b86be4fccfca,b915355d5d44aa71d50cf04caeb78a53,1,atrazado,não recebi ainda,2018-08-30 00:00:00,2018-08-30 20:01:13,not yet received
11685,ee58a3234d651611d107dc7c99a75bb9,d19ac15d2d6a66a837bc8bff474218b2,1,cancelei ha t3mpo,"Cancelei ha tempos, enviaram mesmo assim e nao estornaram os valores",2018-08-18 00:00:00,2018-08-19 04:21:02,"I canceled ha times, they sent it anyway and did not reverse the values"
11697,74956bc9d08758a1f59cb5fc3435e6e5,fd18144a7f23df9342113fdc1f130213,1,Produto péssimo,"Produto veio com defeito, a caixa do relógio solta,sem parafusos. Quero devolução!!",2018-08-24 00:00:00,2018-08-26 22:43:34,"Product came with defective, the loose clock box, without screws.I want to go back !!"
11740,8420267eb05d52cd715b8bcc10ac7bd3,929ccb6e3021ed4afe8860fe50791967,1,Produto errado ,O produto veio diferente do que eu pedi paguei frete é tive de ir aos Correios em uma agência muito distante de casa ,2018-07-11 00:00:00,2018-07-12 21:26:17,The product came different from what I asked paid Freight is I had to go to the post office at a very distant agency from home
11766,52a62ed3801ce4331d91acb424a60c64,cd74cd8f3a1445a29e098dcac4cc8d11,1,Uma cadeira veio quebrada,Já pedi a troca e não fizeram,2018-08-11 00:00:00,2018-08-14 11:16:26,I already asked for the exchange and did not
11781,dbf49dc85ae73435442a24ef11fa63ea,2a903dd5e53423b47484fd2130e2b6c3,1,Ainda não chegou,"Estou esperando há quase um mês, uma falta de respeito ao consumidor",2018-08-15 00:00:00,2018-08-15 13:57:25,"I've been waiting for almost a month, a lack of consumer"
11786,6698b8cb16ed759ce466fefa70c941b7,d9ab642e5dd85a1f2bb53c6c546fa575,1,Avaliação,Loja recomendada. Produto de péssima qualidade.,2018-07-21 00:00:00,2018-07-24 02:01:58,Recommended store.Product of poor quality.
11864,bebd4163cda80bccc650b0467a42199c,96519c210f6dfe22f8e85cad134443ae,1,nao recomendo,comprei dois perfumes sendo que só veio um na caixa e pra ajudar o perfume e falsificado e marcado na caixa venda proibida que e só pra teste,2018-08-28 00:00:00,2018-08-29 11:12:56,I bought two perfumes being that only came one in the box and to help the perfume and fake and marked in the forbidden sale box that is only for test
11894,f9dbe1b97a2b8127e5c8c52d554f0419,6a0633b045fa76bef36ac14dd4a3f165,1,Estou insatisfeito,"Comprei duas torres de cerveja, a transportadora só me entregou uma embalagem e que só tinha uma torre dentro, estou muito insatisfeita!",2018-07-12 00:00:00,2018-07-13 11:06:31,"I bought two beer towers, the carrier only handed me a package and that only had a tower inside, I'm very dissatisfied!"
11905,5b422a74d70ffc967a85baf1341afa5d,574e38ca454c86f60df545b65a03277d,1,Não corresponde!,"A garrafinha não possui 1,5 L conforme anunciado, nem se encher até a tampa! E o material também não é lá essas coisas, para mim não valeu o preço pago.",2018-08-09 00:00:00,2018-08-10 12:33:10,"The bottle does not have 1.5 L as announced, nor fills up to the lid!And the material is not there these things either, for me it was not worth the price paid."
11951,f10f0d1fc381416ef05460708b593bc9,244eddf1bb79ed749213ea45709f87cc,1,o produto nao funciona,"Mandaram o relógio, ao chegar observei que estava parado.
Conclusão :
Mandaram produto quebrado.
",2018-08-22 00:00:00,2018-08-24 23:51:50,"They sent the clock, when I arrived, I watched it was stopped.
Conclusion :
They sent a broken product."
11982,d0517d82a887cfa4d60bbd1790ec563b,5f3ce710839dcf62389d5187ece2d4e8,1,Me enganaram,"Fiz a compra de 2 conjuntos, e apesar de constar na nota fiscal os 2, somente 1 conjunto foi enviado no pacote. Quero meu outro conjunto. ",2018-07-29 00:00:00,2018-07-30 14:29:37,"I purchased 2 sets, and although it appears on the invoice OS 2, only 1 set was sent in the package.I want my other set."
11998,964536484513ff51faa34e0bb5332744,04f1689642ed3c3e45244d4f7b2fe731,1,Estou com problemas,"O produto que veio não é o que eu comprei, inclusive a nota fiscal veio em nome de outra pessoa, e não consigo contato para resolver o problema",2018-08-30 00:00:00,2018-08-30 20:40:53,"The product that came is not what I bought, including the invoice came on behalf of someone else, and I can not contact to solve the problem"
12027,9f1d20aad4ae53400ba6ec5a741f1e63,8c6eb35c6bb5e1a9dbf00531ab9404e3,1,Não recebi até agora ,"Tudo pago, produto e frete e não chegou nada ",2018-05-05 00:00:00,2018-05-22 16:22:40,"Everything paid, product and freight and nothing has come"
12135,1b19ba9b540b65eb4b93b5f2ccc5f942,87fd335973d9705b9c82ee68d314a8c5,1,Muito ruim ,Meu produto constar que foi entregue mais não chegou nada na minha casa e hoje de manhã eu liguei na central da lannister pra saber o que aconteceu e atendente? mim informou pra ey esperar até terça ,2018-05-05 00:00:00,2018-05-05 19:57:23,My product is that it was delivered more nothing in my house and this morning I called the central Lannister to know what happened and attendant?I informed you to wait until Tuesday
12144,ac856f7beef2d24b61257d0c2ef26ae7,051fcda88d997d3ff86012da2a556342,1,Carteira ñ é de couro ,É couro sintético!!,2018-08-30 00:00:00,2018-08-30 22:53:02,It's synthetic leather !!
12154,8672a30c567f4286320abb476565e154,f87f3a5e91df877dc36b65fb69ff2465,1,Produto não entregue,Produto não entregue e sem dar satisfação ao cliente.,2018-08-12 00:00:00,2018-08-12 21:04:29,Product does not deliver and without customer satisfaction.
12181,bb60ab3cfc75a214bde519e7933f0d68,4f2d72bec3f76b37047967ded26335f2,1,Produto Diferente,"Foi enviado produto Diferente daquele do anúncio. Solicitei devolver o produto e receber o valor pago, porém ainda não tive resposta. Espero resolver este desagradável problema de forma consensual.",2018-06-27 00:00:00,2018-06-27 21:12:19,"Different product was sent from that of the advertisement.I requested to return the product and receive the amount paid, but I have not yet had an answer yet.I hope to solve this unpleasant problem consensual."
12207,2e526fde749f013a6a4d320dd4e7f2d8,9fa2ad63a061c20fb72179b9d79bafd3,1,Não recomendo,"Comprei um kit com 2 pomadas e recebi apenas uma, Já enviei mensagem e não obtive resposta. Completa falta de respeito.",2018-08-30 00:00:00,2018-08-31 23:24:21,"I bought a kit with 2 ointments and received only one, I already sent message and I did not get an answer.Complete lack of respect."
12271,ad643ac0f211566061c0f5a39d403a51,17295d6651c53865e020aa846be5ce3f,1,Atraso ,"Não foi entregue no prazo estimado!!! 
",2018-08-23 00:00:00,2018-08-25 03:58:14,It was not delivered in the estimated time !!!
12396,e3e597d97410bab66a74db8a2c9f259b,248ecd132184e324749f7a4d42724ef0,1,Produto não foi entregue,Produto não foi entregue,2018-08-25 00:00:00,2018-08-27 14:04:16,The product was not delivered
12443,a5bb7dc47bf5102f13a1bdfde6bcfbfd,e38573f7a3dc73addbbd97817bd0369e,1,Fiquei triste ,Não recebi o produto e estava precisando do mesmo. Falaram que o meu endereço estava errado. Já comprei nas férias para eu mesma receber. Então como eu recebi no mês de Julho tem outros produtos?,2018-08-08 00:00:00,2018-08-08 10:15:24,I did not receive the product and needed it.They said that my address was wrong.I already bought on vacation for myself to receive.So how did I get in the month of July have other products?
12514,6ac1784af79388dab9316a767f6450b5,05104976125ea1e5cc04bc1f506a436a,1,Atenção! ,Coloquei que não foi entregue por que eu que tive q ir buscar. Eles não entregam na minha casa... E outra uma semana de uso o fone já está dando problemas!,2018-08-26 00:00:00,2018-09-01 15:23:03,I put that it was not delivered because I had to go get it.They do not deliver in my house ... and another one week of use the phone is already giving problems!
12654,764c587207b9589949abd863bdb72dec,1790eea0b567cf50911c057cf20f90f9,1,Enganadores,"Foi entregue um produto divergente do que eu havia comprado, além de não vir com todos os acessórios constantes na descrição do anuncio. Solicito providências urgentes.",2018-05-06 00:00:00,2018-05-08 23:47:22,"A divergent product was handed from what I had bought, besides not coming with all the constant accessories in the advertisement description.I request urgent steps."
12702,4b10a95c22041cb206e0739399eae7d5,c5effd8bae9508c0e96b2e32b5dc66d8,1,produto errado,comprei liquido e veio comprimidos,2018-06-05 00:00:00,2018-06-07 01:37:21,I bought liquid and came tablets
12786,97dcdbd470c857c72b04aab2db9e7377,15a8702db12279bdbd97a9f39a529bd5,1,Descaso,"Depois de 25 dias esperando pelo meu produto, fui informado que tiveram um problema de logistica, e iriam cancelar a entrega, porque não avisaram antes, quero meu dinheiro de volta.",2018-06-07 00:00:00,2018-06-07 10:53:13,"After 25 days waiting for my product, I was informed that they had a logistics problem, and they would cancel delivery because they did not warn before, I want my money back."
12913,fe3d2f6e377716b12b487699a7db5298,ad0f5b61c49281e7ccac5a986968f347,1,Não comprem na targaryen,"A empresa terceira targaryen não é confiavel, eles vedem produtos que não tem, você paga, espera, não recebe e depois tem que correr atras de reembolso.
Não recomendo de jeito nenhum está empresa, e a su",2018-08-08 00:00:00,2018-08-08 14:16:18,"The third Targaryen company is not reliable, they have seen products that do not have, you pay, wait, do not receive and then have to run after reimbursement.
I do not recommend at all this company, and the Su"
12959,451d7fae7f2242a445685d2f89df7ed3,209892dc297e6b541a2251e5af9cb07b,1,Modelo diferente,"Infelizmente, me entregaram um modelo diferente do que comprei. Inferior é mais barato. Lamentável.",2018-05-10 00:00:00,2018-05-13 00:52:57,"Unfortunately, they gave me a different model than I bought.Lower is cheaper.Unfortunate."
12976,29f677904b91e78ddd47643653c55c3e,c58478c0a746d4188108e2ec71001110,1,Produto foi entregue erra,O produto foi entregue errado. Não recebi o produto que comprei.,2018-06-26 00:00:00,2018-06-27 01:13:15,The product was delivered wrong.I did not receive the product I bought.
13011,7bb1a163a16b7476ebc81fc986e6a479,38cea9cee434d8caeca46e5b63002eb7,1,Produto com defeito!,2 dos 4 sensores não funciona. Ja foram feito todos os testes e produto não esta funcionando.,2018-08-18 00:00:00,2018-08-21 13:11:33,2 of the 4 sensors does not work.Already all the tests and product are not working.
13029,a29e33f4973eef47f1aa08d822081687,1d368a43ab595c909b1be8fa55d9fe9e,1,produto errado ,Eu comprei um relógio e me mandaram outro ,2018-07-06 00:00:00,2018-07-07 15:02:13,I bought a clock and sent me another
13190,c09f90853d88a58f4a905319d3a0021d,14363bf0e98e4ac853c49e2e1b316014,1,01,Não entregaram o pedido,2018-05-01 00:00:00,2018-05-01 19:00:59,Did not deliver the request
13193,c28606af2b2d900da36ab6d79cee5a43,f2b05b43011210214069c513de56b6b0,1,Cadê meu produto? Acabou!,"A compra desse item me lembra uma música:
""Não era amor era: C I L A D A""",2017-10-29 00:00:00,2018-09-04 12:24:27,"The purchase of this item reminds me of a song:
""It was not love was: C I L to D A"""
13223,d82aa6626c634f4366418d4adaccc59d,b8b331821864531800f736e470ad836b,1,Produto divergente,Comprei o relógio e não veio o que eu pedi e tudo indica que ê falsificado. Não gostei. ,2018-07-28 00:00:00,2018-07-29 00:01:20,I bought the clock and did not come what I asked and everything indicates that it is fake.Did not like.
13254,b035c46fcdf5795bf0cdae834d4f392f,a6ee9db107e8fd0fc14d99be85503396,1,Meu produto veio errado,Meu produto veio errado outro modelo fui trocar não tem mais,2018-06-06 00:00:00,2018-06-11 20:54:18,My product came wrong another model I went to change has no more
13362,b4247ced2dbf120dd1eb7705b3e62fb6,7c1c60f422c242e539075d9b9edca95c,1,Não recomendo ,encomendei e paguei por 2 unidades do produto (Película de vidro 3D Moto X4) e somente uma foi entregue. ,2018-05-22 00:00:00,2018-05-23 20:51:22,I ordered and paid for 2 product units (3D Moto X4 glass film) and only one was delivered.
13396,7bf0d71c844a8759a579a3371dd8d379,6b3c0956c89312e2c54f8d1366ecea9a,1,Bom,Veio como eu esperava ,2018-08-21 00:00:00,2018-08-21 20:12:42,Came as I expected
13411,f247eccb3a4e95df0f226c64a2b4ffd0,912d6ebade30677cea365478156ad6d7,1,Produto Trocado,comprei um relógio chegou outro. quero fazer a troca!,2018-05-19 00:00:00,2018-05-21 19:25:43,I bought a watch over another.I want to make the exchange!
13479,38906e7be876bb865ed0ca3238d140fa,6a6d3cd77ef3a533edef69dccf6c0de3,1,produtos incompletos ,"Comprei 3 cadeiras, todas vieram faltando peças. nao consegui solicitar troca pelo site, dá erro de conexão. Também não consegui por telefone. soliciitei por e-mail e nao recebi retorno
Insatisfeito ",2018-06-20 00:00:00,2018-06-20 21:29:17,"I bought 3 chairs, all missing parts.I could not request exchange for the site, it gives connection error.I also could not over the phone.I requested by e-mail and I did not receive a return
Dissatisfied"
13552,58f1655df206a9a40482b929b81ee671,f81e71dd7c044a9ee7c1d6e37d68d64f,1,Não recomendo,O produto me chegou divergindo em relação ao informado no site sobre o funcionamento do mesmo. Falta o botão redutor de velocidade,2018-07-21 00:00:00,2018-07-24 00:09:40,The product arrived at me diverging in relation to the informed on the site about the operation of it.Lacks The Speed Reducer Button
13618,0f22dfc051ee5c62c04d5640ffe28631,556c0a42a8e9e57a6e411701908f0fd3,1,Decepção,"Não recebi meu produto, já entrei em contato com a loja várias vezes, até liguei para os Correios para ver o que tinha acontecido, mas até agora nenhuma resposta. Muitissimo decepcionada!!",2018-07-24 00:00:00,2018-07-25 03:27:19,"I did not get my product, I already got in touch with the store several times, I even called the post office to see what had happened, but so far no response.Muitissimo disappointed !!"
13623,3b4f436aff308020b4713b44fc74e3cd,1c2f555edfc445e72867c301b68ac512,1,ótimo,Questionamento: o Relogio é a corda?,2018-07-06 00:00:00,2018-07-08 19:09:03,Question: Is the clock rope?
13843,b862b976076f4558d9dac2b4e4bbe167,bdc386da6334df2a3ed8c51f0fe77c16,1,Não recebi o produto comp,"Não recebi o produto comprado completo. Comprei dois pendentes, mas só entregaram um.
Como faço para receber o restante?",2018-08-24 00:00:00,2018-08-27 16:53:47,"I did not receive the complete purchased product.I bought two pendants, but they only delivered one.
How do I get the rest?"
13861,422d6120dd528cf1bc3457bbb55f342d,f26fa27bb0f1337c570d70e32fc2e413,1,Recebi meu produto com a.,Olá boa noite recibi meu produto com à cor errada. Por esse motivo não recomendo à Loja.. ,2018-07-25 00:00:00,2018-07-26 03:22:46,Hello good night I recicted my product with the wrong color.For this reason I do not recommend the store ..
14024,cfa79cb33e0df39678b56d4cd070f3f7,cb3d8a1cca3468a5e99f78eaf49bce40,1,Falta do produto,"Fui comunicado que o produto estava em falta, não o recebi a compra precisa ser cancelada.",2018-07-28 00:00:00,2018-07-28 11:12:47,"I was reported that the product was missing, I did not get it the purchase needs to be canceled."
14277,5fcfab15e41dec56d42c883a668635a3,00b6e66f005a657a6b13eedcacdf9342,1,ENTREGA DESASTROSA,"Comprei 2 (dois) Tablet Qbex Zupin TX120 7"" 4GB Dual Core Android 4.2 Preto e recebi apenas 1 (um). A nota fiscal apresenta 2 unidades, mas na caixa lacrada só havia 1 (um). Me considero roubado.",2018-08-22 00:00:00,2018-08-22 19:03:04,"I bought 2 (two) Tablet QBEX Zupin TX120 7 ""4GB Dual Core Android 4.2 Black and I received only 1 (one). The invoice presents 2 units, but in the sealed box there was only 1 (one). I consider myself stolen."
